Date,Team 1 (Favorite),Team 2 (Underdog),,Team 1 Expected Runs,Team 1 Outcome,Team 2 Expected Runs,Team 2 Outcome,,Team 1 Implied Odds,Team 2 Implied Odds,,Team 1 American Vegas Odds,Team 2 American Vegas Odds,Team 1 Decimal Vegas Odds,Team 2 Decimal Vegas Odds,,Team 1 Arbitrage Value,Team 2 Arbitrage Value,,Favored Bets,Team to Bet On,Did Favored Bet Win?,Profit (in units),,Did Favorite win?,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.18%,,,,,,,,,
8/8/2024,Giants,Nationals,,3.9,9,3.64,5,,1.93,2.07,,-120,106,1.83,2.06,,0.00,0.00,,,,,,,1,,,92.29%,,,,,,,,,
8/8/2024,Braves,Brewers,,4.66,7,4.5,16,,1.97,2.04,,-135,124,1.74,2.24,,0.00,0.10,,2.24,Brewers,Yes,1.24,,0,,,57.40%,,,,,,,,,
8/8/2024,Padres,Pirates,,6.07,7,3.81,6,,1.63,2.59,,-104,-110,1.96,1.91,,0.21,0.00,,1.96,Padres,Yes,0.96,,1,,,,,,,,,,,,
8/8/2024,Mets,Rockies,,6.17,9,5.07,1,,1.82,2.22,,-154,136,1.65,2.36,,0.00,0.06,,,,,,,1,,,21.90%,,,,,,,,,
8/8/2024,Reds,Marlins,,4.58,10,3.78,4,,1.83,2.21,,-175,150,1.57,2.50,,0.00,0.13,,2.50,Marlins,No,-1.00,,1,,,51.52%,,,,,,,,,
8/8/2024,Yankees,Angels,,8.5,4,3.57,9,,1.42,3.38,,-240,220,1.42,3.20,,0.00,0.00,,,,,,,0,,,75.86%,,,,,,,,,
8/8/2024,Blue Jays,Orioles,,4.98,7,3.47,6,,1.70,2.44,,100,-113,2.00,1.88,,0.18,0.00,,2.00,Blue Jays,Yes,1.00,,1,,,66.16%,,,,,,,,,
8/8/2024,Rays,Cardinals,,5.8,6,4.53,4,,1.78,2.28,,112,-125,2.12,1.80,,0.19,0.00,,2.12,Rays,Yes,1.12,,1,,,10.20%,,,,,,,,,
8/8/2024,Diamondbacks,Phillies,,6.93,4,5.61,6,,1.81,2.24,,-103,-105,1.97,1.95,,0.09,0.00,,,,,,,0,,,36.43%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.43%,,,,,,,,,
8/9/2024,Twins,Guardians,,5.92,4,4.34,2,,1.73,2.36,,-160,140,1.63,2.40,,0.00,0.02,,,,,,,1,,,88.05%,,,,,,,,,
8/9/2024,Nationals,Angels,,3.95,3,3.46,2,,1.88,2.14,,-109,-104,1.92,1.96,,0.02,0.00,,,,,,,1,,,49.54%,,,,,,,,,
8/9/2024,Orioles,Rays,,6.69,4,4.03,1,,1.60,2.66,,-134,120,1.75,2.20,,0.09,0.00,,,,,,,1,,,90.62%,,,,,,,,,
8/9/2024,Blue Jays,Athletics,,4.67,3,3.97,1,,1.85,2.18,,-154,136,1.65,2.36,,0.00,0.08,,,,,,,1,,,16.97%,,,,,,,,,
8/9/2024,Padres,Marlins,,6.22,3,3.5,2,,1.56,2.78,,-125,118,1.80,2.18,,0.15,0.00,,1.80,Padres,Yes,0.80,,1,,,,,,,,,,,,
8/9/2024,Red Sox,Astros,,6.21,4,3.88,8,,1.62,2.60,,-134,116,1.75,2.16,,0.07,0.00,,,,,,,0,,,49.59%,,,,,,,,,
8/9/2024,Brewers,Reds,,5.21,8,4.49,3,,1.86,2.16,,-140,120,1.71,2.20,,0.00,0.02,,,,,,,1,,,87.53%,,,,,,,,,
8/9/2024,Royals,Cardinals,,4.34,5,3.82,8,,1.88,2.14,,-118,104,1.85,2.04,,0.00,0.00,,,,,,,0,,,85.95%,,,,,,,,,
8/9/2024,Cubs,White Sox,,5.13,7,3.93,6,,1.77,2.31,,-145,128,1.69,2.28,,0.00,0.00,,,,,,,1,,,52.05%,,,,,,,,,
8/9/2024,Braves,Rockies,,5.9,5,3.98,6,,1.67,2.48,,-160,140,1.63,2.40,,0.00,0.00,,,,,,,0,,,55.40%,,,,,,,,,
8/9/2024,Phillies,Diamondbacks,,5.79,2,4.01,3,,1.69,2.44,,-125,120,1.80,2.20,,0.06,0.00,,,,,,,0,,,60.91%,,,,,,,,,
8/9/2024,Mets,Mariners,,5.83,0,3.16,6,,1.54,2.84,,115,-126,2.15,1.79,,0.39,0.00,,2.15,Mets,No,-1.00,,0,,,86.12%,,,,,,,,,
8/9/2024,Pirates,Dodgers,,4.26,5,3.83,9,,1.90,2.11,,175,-205,2.75,1.49,,0.45,0.00,,2.75,Pirates,No,-1.00,,0,,,48.89%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.31%,,,,,,,,,
8/10/2024,Yankees,Rangers,,6.13,8,4.18,0,,1.68,2.47,,-148,140,1.68,2.40,,0.00,0.00,,,,,,,1,,,40.94%,,,,,,,,,
8/10/2024,Blue Jays,Athletics,,5.83,0,3.94,1,,1.68,2.48,,-146,130,1.68,2.30,,0.01,0.00,,,,,,,0,,,34.02%,,,,,,,,,
8/10/2024,Padres,Marlins,,6.53,9,2.68,8,,1.41,3.44,,-177,156,1.56,2.56,,0.11,0.00,,1.56,Padres,Yes,0.56,,1,,,7.05%,,,,,,,,,
8/10/2024,Red Sox,Astros,,5.98,4,4.28,5,,1.72,2.40,,-118,102,1.85,2.02,,0.08,0.00,,,,,,,0,,,,,,,,,,,,
8/10/2024,Angels,Nationals,,5.02,4,3.3,5,,1.66,2.52,,-108,-105,1.93,1.95,,0.16,0.00,,1.93,Angels,No,-1.00,,0,,,44.19%,,,,,,,,,
8/10/2024,Guardians,Twins,,4.83,2,4.72,1,,1.98,2.02,,100,-112,2.00,1.89,,0.01,0.00,,,,,,,1,,,53.57%,,,,,,,,,
8/10/2024,Brewers,Reds,,6.42,1,2.93,0,,1.46,3.19,,-143,126,1.70,2.26,,0.17,0.00,,1.70,Brewers,Yes,0.70,,1,,,76.44%,,,,,,,,,
8/10/2024,Royals,Cardinals,,5.34,8,3.55,3,,1.66,2.50,,-134,120,1.75,2.20,,0.05,0.00,,,,,,,1,,,65.73%,,,,,,,,,
8/10/2024,Orioles,Rays,,4.77,7,2.29,5,,1.48,3.08,,-155,138,1.65,2.38,,0.11,0.00,,1.65,Orioles,Yes,0.65,,1,,,64.33%,,,,,,,,,
8/10/2024,Cubs,White Sox,,5.71,3,2.23,1,,1.39,3.56,,-220,200,1.45,3.00,,0.05,0.00,,,,,,,1,,,,,,,,,,,,
8/10/2024,Phillies,Diamondbacks,,4.52,1,3.33,11,,1.74,2.36,,100,-113,2.00,1.88,,0.15,0.00,,2.00,Phillies,No,-1.00,,0,,,43.75%,,,,,,,,,
8/10/2024,Pirates,Dodgers,,7.2,1,5.74,4,,1.80,2.25,,-103,-112,1.97,1.89,,0.10,0.00,,,,,,,0,,,84.97%,,,,,,,,,
8/10/2024,Mets,Mariners,,4.59,0,3.66,4,,1.80,2.25,,110,-127,2.10,1.79,,0.17,0.00,,2.10,Mets,No,-1.00,,0,,,55.51%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.79%,,,,,,,,,
8/12/2024,Guardians,Cubs,,3.8,9,3.66,8,,1.96,2.04,,105,-125,2.05,1.80,,0.04,0.00,,,,,,,1,,,38.07%,,,,,,,,,
8/12/2024,Cardinals,Reds,,4.16,1,3.68,6,,1.88,2.13,,-140,120,1.71,2.20,,0.00,0.03,,,,,,,0,,,74.89%,,,,,,,,,
8/12/2024,Astros,Rays,,6.59,6,4.32,1,,1.66,2.53,,-130,110,1.77,2.10,,0.07,0.00,,,,,,,1,,,56.62%,,,,,,,,,
8/12/2024,Red Sox,Rangers,,4.81,5,3.54,4,,1.74,2.36,,-130,110,1.77,2.10,,0.02,0.00,,,,,,,1,,,69.56%,,,,,,,,,
8/12/2024,Royals,Twins,,6.03,3,5.54,8,,1.92,2.09,,135,-160,2.35,1.63,,0.22,0.00,,2.35,Royals,No,-1.00,,0,,,,,,,,,,,,
8/12/2024,Dodgers,Brewers,,4.28,5,2.91,2,,1.68,2.47,,-110,-110,1.91,1.91,,0.14,0.00,,1.91,Dodgers,Yes,0.91,,1,,,33.25%,,,,,,,,,
8/12/2024,Yankees,White Sox,,6.23,2,2.08,12,,1.33,4.00,,-350,260,1.29,3.60,,0.00,0.00,,,,,,,0,,,48.35%,,,,,,,,,
8/12/2024,Blue Jays,Angels,,5.01,4,3.25,2,,1.65,2.54,,-110,-110,1.91,1.91,,0.16,0.00,,1.91,Blue Jays,Yes,0.91,,1,,,,,,,,,,,,
8/12/2024,Padres,Pirates,,8.29,2,3.63,1,,1.44,3.28,,-190,160,1.53,2.60,,0.06,0.00,,,,,,,1,,,62.89%,,,,,,,,,
8/12/2024,Diamondbacks,Rockies,,7.23,5,3.1,4,,1.43,3.33,,-300,225,1.33,3.25,,0.00,0.00,,,,,,,1,,,,,,,,,,,,
8/12/2024,Giants,Braves,,4.58,0,4.55,1,,1.99,2.01,,-115,-105,1.87,1.95,,0.00,0.00,,,,,,,0,,,65.27%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.95%,,,,,,,,,
8/13/2024,Nationals,Orioles,,6.34,9,4.03,3,,1.64,2.57,,140,-170,2.40,1.59,,0.47,0.00,,2.40,Nationals,Yes,1.40,,1,,,72.48%,,,,,,,,,
8/13/2024,Phillies,Marlins,,4.12,0,3.36,5,,1.82,2.23,,-200,165,1.50,2.65,,0.00,0.19,,2.65,Marlins,Yes,1.65,,0,,,66.77%,,,,,,,,,
8/13/2024,Mariners,Tigers,,3.93,1,3.88,15,,1.99,2.01,,-105,-115,1.95,1.87,,0.00,0.00,,,,,,,0,,,65.45%,,,,,,,,,
8/13/2024,Guardians,Cubs,,5,2,4.72,1,,1.94,2.06,,-150,130,1.67,2.30,,0.00,0.12,,2.30,Cubs,No,-1.00,,1,,,93.32%,,,,,,,,,
8/13/2024,Cardinals,Reds,,4.32,1,3.26,4,,1.75,2.33,,110,-130,2.10,1.77,,0.20,0.00,,2.10,Cardinals,No,-1.00,,0,,,68.54%,,,,,,,,,
8/13/2024,Astros,Rays,,4.89,3,3.14,2,,1.64,2.56,,-135,115,1.74,2.15,,0.06,0.00,,,,,,,1,,,61.14%,,,,,,,,,
8/13/2024,Mets,Athletics,,4.44,4,4.31,9,,1.97,2.03,,-180,150,1.56,2.50,,0.00,0.23,,2.50,Athletics,Yes,1.50,,0,,,47.32%,,,,,,,,,
8/13/2024,Red Sox,Rangers,,5.21,4,4.2,9,,1.81,2.24,,-140,120,1.71,2.20,,0.00,0.00,,,,,,,0,,,56.23%,,,,,,,,,
8/13/2024,Brewers,Dodgers,,5.77,2,4.11,7,,1.71,2.40,,100,-120,2.00,1.83,,0.17,0.00,,2.00,Brewers,No,-1.00,,0,,,61.79%,,,,,,,,,
8/13/2024,Yankees,White Sox,,6.02,4,3.5,1,,1.58,2.72,,-300,225,1.33,3.25,,0.00,0.19,,3.25,White Sox,No,-1.00,,1,,,46.74%,,,,,,,,,
8/13/2024,Blue Jays,Angels,,4.91,6,4.28,1,,1.87,2.15,,-125,105,1.80,2.05,,0.00,0.00,,,,,,,1,,,77.50%,,,,,,,,,
8/13/2024,Padres,Pirates,,5.64,3,4.16,0,,1.74,2.36,,-240,185,1.42,2.85,,0.00,0.21,,2.85,Pirates,No,-1.00,,1,,,75.61%,,,,,,,,,
8/13/2024,Diamondbacks,Rockies,,6.08,4,3.8,3,,1.63,2.60,,-200,165,1.50,2.65,,0.00,0.02,,,,,,,1,,,,,,,,,,,,
8/13/2024,Giants,Braves,,4.58,3,4.45,4,,1.97,2.03,,-110,-110,1.91,1.91,,0.00,0.00,,,,,,,0,,,56.83%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.88%,,,,,,,,,
8/14/2024,Diamondbacks,Rockies,,6.81,11,4.34,4,,1.64,2.57,,-190,160,1.53,2.60,,0.00,0.01,,,,,,,1,,,44.71%,,,,,,,,,
8/14/2024,Pirates,Padres,,4.97,2,4.58,8,,1.92,2.09,,115,-135,2.15,1.74,,0.12,0.00,,2.15,Pirates,No,-1.00,,0,,,52.69%,,,,,,,,,
8/14/2024,Orioles,Nationals,,4.37,4,3.73,1,,1.85,2.17,,-175,145,1.57,2.45,,0.00,0.13,,2.45,Nationals,No,-1.00,,1,,,56.46%,,,,,,,,,
8/14/2024,Phillies,Marlins,,6.94,9,2.79,5,,1.40,3.49,,-180,150,1.56,2.50,,0.11,0.00,,1.56,Phillies,Yes,0.56,,1,,,65.97%,,,,,,,,,
8/14/2024,Mariners,Tigers,,4.19,2,3.23,3,,1.77,2.30,,-140,120,1.71,2.20,,0.00,0.00,,,,,,,0,,,67.28%,,,,,,,,,
8/14/2024,Cubs,Guardians,,3.99,1,3.42,6,,1.86,2.17,,125,-140,2.25,1.71,,0.21,0.00,,2.25,Cubs,No,-1.00,,0,,,69.39%,,,,,,,,,
8/14/2024,Reds,Cardinals,,4.52,9,3.03,2,,1.67,2.49,,-105,-115,1.95,1.87,,0.17,0.00,,1.95,Reds,Yes,0.95,,1,,,75.54%,,,,,,,,,
8/14/2024,Astros,Rays,,5,2,3.09,1,,1.62,2.62,,-120,100,1.83,2.00,,0.13,0.00,,1.83,Astros,Yes,0.83,,1,,,54.68%,,,,,,,,,
8/14/2024,Athletics,Mets,,5.84,1,5.23,9,,1.90,2.12,,150,-180,2.50,1.56,,0.32,0.00,,2.50,Athletics,No,-1.00,,0,,,26.33%,,,,,,,,,
8/14/2024,Yankees,White Sox,,5.55,10,3.98,2,,1.72,2.39,,-240,185,1.42,2.85,,0.00,0.19,,2.85,White Sox,No,-1.00,,1,,,63.88%,,,,,,,,,
8/14/2024,Blue Jays,Angels,,6.06,9,3.2,2,,1.53,2.89,,-105,-115,1.95,1.87,,0.28,0.00,,1.95,Blue Jays,Yes,0.95,,1,,,,,,,,,,,,
8/14/2024,Braves,Giants,,5.3,13,4.84,2,,1.91,2.10,,110,-130,2.10,1.77,,0.10,0.00,,,,,,,1,,,38.31%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.69%,,,,,,,,,
8/15/2024,Dodgers,Brewers,,6.45,4,5.1,6,,1.79,2.26,,-140,120,1.71,2.20,,0.00,0.00,,,,,,,0,,,53.03%,,,,,,,,,
8/15/2024,Braves,Giants,,3.45,0,3.09,6,,1.90,2.12,,100,-120,2.00,1.83,,0.06,0.00,,,,,,,0,,,76.24%,,,,,,,,,
8/15/2024,Red Sox,Orioles,,5.78,1,3.58,5,,1.62,2.61,,120,-140,2.20,1.71,,0.36,0.00,,2.20,Red Sox,No,-1.00,,0,,,72.84%,,,,,,,,,
8/15/2024,Phillies,Nationals,,4.52,13,2.01,3,,1.44,3.25,,-275,200,1.36,3.00,,0.00,0.00,,,,,,,1,,,31.30%,,,,,,,,,
8/15/2024,Twins,Rangers,,5.77,3,3.66,2,,1.63,2.58,,-115,-105,1.87,1.95,,0.14,0.00,,1.87,Twins,Yes,0.87,,1,,,7.79%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.63%,,,,,,,,,
8/20/2024,Diamondbacks,Marlins,,5.97,3,5.11,1,,1.86,2.17,,-130,110,1.77,2.10,,0.00,0.00,,,,,,,1,,,56.97%,,,,,,,,,
8/20/2024,Rockies,Nationals,,4.13,4,3.84,1,,1.93,2.08,,130,-150,2.30,1.67,,0.19,0.00,,2.30,Rockies,Yes,1.30,,1,,,48.69%,,,,,,,,,
8/20/2024,Yankees,Guardians,,6.8,5,4.09,9,,1.60,2.66,,-150,130,1.67,2.30,,0.04,0.00,,,,,,,0,,,26.20%,,,,,,,,,
8/20/2024,Blue Jays,Reds,,5.55,10,4.16,3,,1.75,2.33,,-130,110,1.77,2.10,,0.01,0.00,,,,,,,1,,,41.79%,,,,,,,,,
8/20/2024,Mets,Orioles,,5.43,5,4.94,9,,1.91,2.10,,-115,-105,1.87,1.95,,0.00,0.00,,,,,,,0,,,45.75%,,,,,,,,,
8/20/2024,Braves,Phillies,,4.23,3,3.22,1,,1.76,2.31,,125,-145,2.25,1.69,,0.28,0.00,,2.25,Braves,Yes,1.25,,1,,,,,,,,,,,,
8/20/2024,Brewers,Cardinals,,4.53,3,4.27,2,,1.94,2.06,,105,-125,2.05,1.80,,0.06,0.00,,,,,,,1,,,43.99%,,,,,,,,,
8/20/2024,Pirates,Rangers,,4.18,4,3.53,0,,,,,,,,,,,,,,,,,,1,,,42.69%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.35%,,,,,,,,,
8/21/2024,Astros,Red Sox,,5.62,1,5.35,4,,1.95,2.05,,-140,120,1.71,2.20,,0.00,0.07,,,,,,,0,,,59.50%,,,,,,,,,
8/21/2024,Rangers,Pirates,,3.97,1,3.62,0,,1.91,2.10,,-150,130,1.67,2.30,,0.00,0.10,,,,,,,1,,,77.16%,,,,,,,,,
8/21/2024,Giants,White Sox,,5.55,2,2.91,6,,1.52,2.91,,-225,175,1.44,2.75,,0.00,0.00,,,,,,,0,,,24.72%,,,,,,,,,
8/21/2024,Twins,Padres,,6.21,11,4.28,4,,1.69,2.45,,105,-125,2.05,1.80,,0.21,0.00,,2.05,Twins,Yes,1.05,,1,,,70.69%,,,,,,,,,
8/21/2024,Diamondbacks,Marlins,,4.93,10,3.36,8,,1.68,2.47,,-160,135,1.63,2.35,,0.00,0.00,,,,,,,1,,,25.84%,,,,,,,,,
8/21/2024,Nationals,Rockies,,6.53,6,2.99,1,,1.46,3.18,,-160,135,1.63,2.35,,0.11,0.00,,1.63,Nationals,Yes,0.63,,1,,,73.33%,,,,,,,,,
8/21/2024,Yankees,Guardians,,7.81,8,4.37,1,,1.56,2.79,,-190,160,1.53,2.60,,0.00,0.00,,,,,,,1,,,10.99%,,,,,,,,,
8/21/2024,Blue Jays,Reds,,5.39,7,4.26,11,,1.79,2.27,,-120,100,1.83,2.00,,0.02,0.00,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.44%,,,,,,,,,
8/22/2024,Nationals,Rockies,,4.91,8,4,3,,1.81,2.23,,-135,115,1.74,2.15,,0.00,0.00,,,,,,,1,,,33.60%,,,,,,,,,
8/22/2024,Yankees,Guardians,,6.45,6,2.94,0,,1.46,3.19,,-175,145,1.57,2.45,,0.08,0.00,,,,,,,1,,,25.66%,,,,,,,,,
8/22/2024,Brewers,Cardinals,,4.56,0,3.7,3,,1.81,2.23,,-125,105,1.80,2.05,,0.00,0.00,,,,,,,0,,,30.59%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.32%,,,,,,,,,
8/23/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.52%,,,,,,,,,
8/23/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.99%,,,,,,,,,
8/23/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.72%,,,,,,,,,
8/23/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.69%,,,,,,,,,
8/23/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.51%,,,,,,,,,
8/23/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.60%,,,,,,,,,
8/23/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.60%,,,,,,,,,
8/23/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.37%,,,,,,,,,
8/23/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.69%,,,,,,,,,
8/23/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.04%,,,,,,,,,
8/23/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.75%,,,,,,,,,
8/23/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.17%,,,,,,,,,
8/23/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.46%,,,,,,,,,
8/23/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.31%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.03%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.11%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.18%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.62%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.88%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.92%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.05%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.51%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.75%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.45%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.32%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.91%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.45%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.49%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.81%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.48%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.99%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.53%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.85%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.28%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.59%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.27%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.96%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.65%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.66%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.25%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.86%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.19%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.51%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.54%,,,,,,,,,
