,Game,Date,Home,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart
152,93,Jul 17 susp,False,PHI,"L,2-4",37,33,2,5,1,0,1,2,3,0,10,1,0,0,0,1,1,1,0.234,0.303,0.373,0.676,6,19,R,V.Velasquez(67)
153,94,Jul 18,False,PHI,"L,4-7",39,35,4,10,2,0,1,4,3,0,10,0,0,1,0,0,1,1,0.234,0.303,0.374,0.677,8,18,R,Z.Wheeler(47)
154,95,Jul 19,False,WSN,"L,1-18",34,34,1,9,2,0,1,1,0,0,10,0,0,0,0,2,0,0,0.235,0.303,0.374,0.677,6,14,L,J.Lester(72)
155,96,Jul 20,False,WSN,"L,3-6",34,33,3,6,1,0,1,3,1,0,7,0,0,0,0,0,0,0,0.234,0.302,0.373,0.675,4,14,R,P.Espino(62)
156,97,Jul 21,False,WSN,"W,3-1",38,34,3,6,2,0,0,2,2,0,5,0,1,1,1,1,0,0,0.234,0.301,0.372,0.673,6,16,R,E.Fedde(65)
157,98,Jul 22,True,SDP,"L,2-3",36,30,2,4,3,0,0,2,5,0,10,1,0,0,0,1,1,0,0.233,0.301,0.371,0.671,7,20,L,B.Snell(67)
158,99,Jul 23,True,SDP,"L,2-5",36,33,2,8,2,0,1,2,3,0,7,0,0,0,0,2,0,0,0.233,0.301,0.371,0.672,7,17,R,J.Musgrove(55)
159,100,Jul 24,True,SDP,"W,3-2",36,31,3,8,0,0,0,2,4,0,11,1,0,0,1,1,1,0,0.233,0.301,0.37,0.671,9,14,L,R.Weathers(59)
160,101,Jul 25,True,SDP,"W,9-3",41,35,9,12,3,0,3,9,3,0,10,2,1,0,0,0,3,0,0.234,0.303,0.373,0.676,8,19,R,Y.Darvish(46)
161,102,Jul 27,False,BAL,"W,7-3",44,42,7,15,1,0,3,7,1,0,5,1,0,0,0,0,2,0,0.236,0.304,0.376,0.679,10,9,R,S.Watkins(28)
162,103,Jul 28,False,BAL,"L,7-8",46,38,7,11,3,0,1,7,7,0,8,1,0,0,0,0,0,0,0.236,0.305,0.377,0.682,12,10,R,J.López(22)
163,104,Jul 30,True,NYY,"L,1-3",37,34,1,8,0,0,0,0,2,0,9,1,0,0,1,2,0,0,0.236,0.305,0.375,0.68,9,17,R,J.Taillon(62)
164,105,Jul 31,True,NYY,"L,2-4",33,31,2,4,1,1,0,1,2,0,11,0,0,0,0,0,2,0,0.235,0.304,0.374,0.678,4,17,R,D.Germán(53)
165,106,Aug 1,True,NYY,"L,1-3",32,30,1,5,1,0,0,1,2,0,8,0,0,0,0,1,1,1,0.235,0.303,0.372,0.676,4,13,L,J.Montgomery(59)
166,107,Aug 2,True,NYM,"W,6-3",35,32,6,7,1,1,1,6,2,1,7,0,0,0,1,0,0,0,0.235,0.303,0.373,0.676,5,14,R,T.Megill(41)
167,108,Aug 3,True,NYM,"W,5-4",35,33,5,10,2,0,2,5,2,0,7,0,0,0,0,0,0,0,0.235,0.303,0.374,0.678,6,15,R,T.Walker(39)
168,109,Aug 4,True,NYM,"L,3-5",34,34,3,7,3,0,1,3,0,0,12,0,0,0,0,0,0,0,0.235,0.302,0.374,0.677,4,17,R,C.Carrasco(50)
169,110,Aug 5,True,NYM,"W,4-2",33,29,4,8,1,0,0,4,2,0,5,1,0,1,0,2,1,0,0.235,0.303,0.374,0.677,5,15,L,R.Hill(61)
170,111,Aug 6,False,COL,"L,2-14",35,32,2,6,3,0,1,2,3,0,13,0,0,0,0,0,0,0,0.235,0.302,0.374,0.676,6,14,R,G.Márquez(74)
171,112,Aug 7,False,COL,"L,4-7",41,39,4,12,3,0,0,4,2,0,12,0,0,0,0,0,0,0,0.236,0.303,0.374,0.677,10,14,L,A.Gomber(71)
172,113,Aug 8,False,COL,"L,8-13",42,38,8,11,4,0,2,8,4,0,8,0,0,0,0,0,0,0,0.236,0.303,0.376,0.679,7,17,L,K.Freeland(42)
173,114,Aug 9,False,SDP,"L,3-8",35,34,3,7,0,0,1,3,1,0,14,0,0,0,0,0,1,0,0.236,0.303,0.375,0.678,5,14,R,J.Musgrove(65)
174,115,Aug 10,False,SDP,"L,5-6",37,37,5,12,4,0,0,5,0,0,10,0,0,0,0,1,1,0,0.237,0.303,0.376,0.678,5,17,R,C.Stammen(30)
175,116,Aug 11,False,SDP,"W,7-0",44,36,7,12,3,0,3,7,7,0,12,1,0,0,0,1,0,0,0.238,0.304,0.378,0.683,10,12,L,R.Weathers(32)
176,117,Aug 13,True,CHC,"W,14-10",44,35,14,12,1,0,3,13,7,0,11,2,0,0,0,1,1,0,0.239,0.306,0.381,0.687,6,15,R,A.Alzolay(20)
177,118,Aug 14,True,CHC,"W,5-4",35,33,5,7,2,0,1,5,1,0,10,0,0,0,1,1,0,0,0.238,0.305,0.38,0.686,6,15,R,Z.Davies(64)
178,119,Aug 15,True,CHC,"W,4-1",34,33,4,9,1,0,2,4,1,0,8,0,0,0,1,1,2,0,0.239,0.305,0.381,0.687,6,14,R,A.Mills(50)
179,120,Aug 16,True,ATL,"L,2-12",33,31,2,4,0,0,2,2,2,0,10,0,0,0,0,0,0,0,0.238,0.304,0.381,0.685,4,17,R,T.Toussaint(64)
180,121,Aug 17,True,ATL,"L,0-2",31,29,0,4,0,0,0,0,2,0,9,0,0,0,0,1,0,1,0.237,0.304,0.379,0.683,4,12,R,H.Ynoa(65)
181,122,Aug 18,True,ATL,"L,9-11",43,38,9,12,1,0,1,9,3,0,12,1,0,1,0,0,0,0,0.238,0.304,0.38,0.684,7,17,R,C.Morton(66)
182,123,Aug 19,False,CIN,"L,1-6",34,33,1,8,2,0,0,1,1,0,10,0,0,0,0,0,0,1,0.238,0.304,0.379,0.683,6,12,R,L.Castillo(63)
183,124,Aug 20,False,CIN,"L,3-5",35,31,3,4,2,0,1,3,3,0,9,0,0,0,0,0,1,0,0.237,0.303,0.378,0.682,5,14,R,S.Gray(78)
184,125,Aug 21,False,CIN,"L,4-7",37,27,4,8,2,0,0,4,6,0,5,2,2,0,0,5,0,1,0.237,0.304,0.378,0.683,6,15,L,W.Miley(46)
185,126,Aug 22,False,CIN,"L,1-3",32,30,1,3,1,0,0,1,2,0,9,0,0,0,1,0,1,0,0.236,0.303,0.376,0.68,4,11,R,V.Gutierrez(74)
186,127,Aug 24,True,WSN,"L,1-5",35,34,1,8,1,0,0,1,1,0,16,0,0,0,1,0,2,0,0.236,0.303,0.376,0.679,7,15,R,E.Fedde(66)
187,128,Aug 25,True,WSN,"W,4-3",43,36,4,9,3,1,1,4,6,4,9,0,1,0,0,0,1,0,0.237,0.304,0.376,0.68,12,15,R,J.Gray(58)
188,129,Aug 26,True,WSN,"W,7-5",37,31,7,8,0,0,2,7,4,0,9,0,2,0,1,0,3,0,0.237,0.304,0.377,0.681,6,18,L,P.Corbin(28)
189,130,Aug 27,True,CIN,"L,0-6",34,31,0,6,3,0,0,0,3,0,7,0,0,0,0,2,0,0,0.236,0.304,0.376,0.68,7,13,L,W.Miley(69)
190,131,Aug 28,True,CIN,"W,6-1",39,34,6,12,2,0,1,6,2,0,5,1,1,0,0,0,2,0,0.237,0.304,0.377,0.682,9,12,R,V.Gutierrez(27)
191,132,Aug 29,True,CIN,"W,2-1",28,25,2,4,0,0,1,2,2,0,7,0,1,0,0,1,0,0,0.237,0.304,0.377,0.681,2,13,R,T.Mahle(65)
192,133,Aug 31,False,NYM,"L,1-3",28,26,1,5,1,0,0,1,2,0,8,0,0,0,1,1,0,0,0.237,0.304,0.376,0.679,6,12,R,T.Williams(57)
193,134,Sep 2,False,NYM,"L,3-4",35,31,3,4,1,0,1,3,4,0,11,0,0,0,1,0,1,0,0.236,0.303,0.375,0.678,5,14,R,C.Carrasco(52)
194,135,Sep 3,True,PHI,"W,10-3",36,32,10,10,1,1,1,9,4,1,5,0,0,0,0,1,0,1,0.236,0.304,0.376,0.68,2,15,R,K.Gibson(22)
195,136,Sep 4,True,PHI,"W,3-2",32,29,3,5,2,0,1,3,3,0,13,0,0,0,0,0,0,0,0.236,0.303,0.376,0.679,5,17,L,R.Suárez(68)
196,137,Sep 5,True,PHI,"L,3-4",37,32,3,2,0,0,1,3,3,0,13,1,1,0,1,0,0,0,0.235,0.302,0.374,0.677,5,18,R,S.Coonrod(50)
197,138,Sep 7,True,NYM,"L,4-9",41,38,4,10,2,0,0,4,2,0,10,0,0,1,2,0,0,0,0.235,0.302,0.374,0.676,10,17,R,C.Carrasco(46)
198,139,Sep 8,True,NYM,"W,2-1",41,37,2,10,2,0,0,2,2,0,10,1,1,0,0,2,0,0,0.235,0.302,0.373,0.676,11,14,L,R.Hill(66)
199,140,Sep 9,True,NYM,"W,3-2",30,29,3,7,0,0,1,2,0,0,7,1,0,0,0,0,1,0,0.235,0.302,0.373,0.675,3,18,R,M.Stroman(68)
200,141,Sep 10,False,ATL,"L,2-6",37,35,2,7,0,0,1,2,2,0,17,0,0,0,1,0,1,0,0.235,0.302,0.372,0.674,8,14,R,I.Anderson(56)
201,142,Sep 11,False,ATL,"W,6-4",40,36,6,11,2,0,3,6,1,0,8,1,1,1,0,1,0,0,0.236,0.302,0.374,0.676,7,16,R,C.Morton(60)
202,143,Sep 12,False,ATL,"L,3-5",35,32,3,5,0,2,1,3,2,0,8,0,1,0,0,0,0,0,0.235,0.301,0.374,0.676,5,16,L,M.Fried(58)
203,144,Sep 13,False,WSN,"W,3-0",37,34,3,9,3,0,0,3,3,1,8,0,0,0,0,1,1,0,0.235,0.302,0.374,0.676,7,11,R,P.Espino(59)
204,145,Sep 14,False,WSN,"L,2-8",33,32,2,4,0,0,2,2,0,0,14,1,0,0,1,0,0,0,0.234,0.301,0.374,0.674,4,15,R,E.Fedde(65)
205,146,Sep 15,False,WSN,"W,8-6",42,37,8,11,2,0,3,8,3,0,10,2,0,0,0,1,1,0,0.235,0.301,0.375,0.677,7,20,L,J.Rogers(70)
206,147,Sep 17,True,PIT,"L,1-2",34,32,1,5,1,1,0,1,2,1,12,0,0,0,0,0,0,0,0.234,0.301,0.375,0.675,6,14,R,W.Crowe(61)
207,148,Sep 18,True,PIT,"L,3-6",33,32,3,7,0,0,1,3,1,0,8,0,0,0,0,1,0,0,0.234,0.3,0.374,0.675,3,14,R,B.Wilson(54)
208,149,Sep 19,True,PIT,"W,6-5",41,34,6,8,2,0,1,6,5,1,10,1,0,1,1,0,0,1,0.234,0.301,0.374,0.675,9,15,R,M.Kranick(49)
209,150,Sep 20,True,WSN,"W,8-7",39,36,8,9,1,0,3,7,2,1,12,0,0,1,1,0,1,0,0.234,0.301,0.375,0.676,5,18,R,E.Fedde(52)
210,151,Sep 21,True,WSN,"L,1-7",34,31,1,5,1,0,1,1,3,0,5,0,0,0,0,1,0,0,0.234,0.3,0.375,0.675,6,14,L,J.Rogers(67)
211,152,Sep 22,True,WSN,"L,5-7",38,37,5,10,2,1,2,5,1,0,10,0,0,0,0,0,1,0,0.234,0.3,0.376,0.676,6,16,R,J.Gray(59)
212,153,Sep 24,False,TBR,"L,0-8",29,27,0,2,1,0,0,0,1,0,7,1,0,0,0,1,0,1,0.233,0.299,0.375,0.674,2,10,R,D.Robertson(53)
213,154,Sep 25,False,TBR,"L,3-7",41,38,3,13,1,0,1,3,3,0,6,0,0,0,0,2,1,0,0.234,0.3,0.375,0.675,11,11,L,S.McClanahan(53)
214,155,Sep 26,False,TBR,"L,2-3",35,33,2,6,3,0,1,2,1,0,11,1,0,0,0,0,0,0,0.234,0.299,0.375,0.675,6,9,R,S.Baz(71)
215,156,Sep 28 (1),False,NYM,"L,2-5",26,23,2,5,0,0,1,2,2,0,8,0,1,0,0,0,0,2,0.234,0.299,0.375,0.674,3,13,R,M.Stroman(51)
216,157,Sep 28 (2),False,NYM,"L,1-2",32,31,1,5,0,0,1,1,1,0,12,0,0,0,0,0,0,0,0.233,0.299,0.374,0.673,6,14,R,N.Syndergaard(55)
217,158,Sep 29,False,NYM,"W,3-2",32,29,3,5,2,0,0,3,3,0,8,0,0,0,1,2,1,0,0.233,0.298,0.374,0.672,2,16,R,T.Walker(68)
218,159,Sep 30,False,NYM,"L,3-12",38,33,3,6,0,0,1,2,5,0,12,0,0,0,0,0,0,0,0.233,0.298,0.373,0.671,8,15,L,R.Hill(48)
219,160,Oct 1,True,PHI,"L,0-5",35,32,0,8,1,0,0,0,2,0,10,1,0,0,0,3,0,0,0.233,0.299,0.372,0.671,8,17,L,R.Suárez(73)
220,161,Oct 2,True,PHI,"W,3-1",32,27,3,5,0,0,1,3,5,0,4,0,0,0,0,2,0,0,0.233,0.299,0.372,0.671,5,14,R,H.Crouse(44)
221,162,Oct 3,True,PHI,"W,5-4",32,30,5,7,0,1,1,4,2,0,10,0,0,0,0,1,1,0,0.233,0.298,0.372,0.671,3,19,L,B.Falter(35)
222,1,Apr 8,False,SFG,"L,5-6",42,39,5,9,0,0,2,5,3,0,6,0,0,0,1,1,0,0,0.231,0.286,0.385,0.67,8,12,R,L.Webb(60)
223,2,Apr 9,False,SFG,"W,2-1",35,32,2,5,2,0,0,1,3,0,14,0,0,0,1,1,0,0,0.197,0.26,0.31,0.57,6,10,L,C.Rodón(67)
224,3,Apr 10,False,SFG,"L,2-3",37,34,2,11,1,0,0,2,1,0,9,1,0,1,0,1,0,0,0.238,0.289,0.324,0.613,8,11,R,A.DeSclafani(41)
225,4,Apr 11,False,LAA,"L,2-6",30,30,2,3,1,0,2,2,0,0,11,0,0,0,0,0,0,0,0.207,0.25,0.326,0.576,1,9,R,M.Lorenzen(71)
226,5,Apr 12,False,LAA,"L,3-4",38,31,3,5,0,0,1,2,7,0,8,0,0,0,1,1,0,1,0.199,0.264,0.313,0.577,8,10,L,P.Sandoval(57)
227,6,Apr 14,True,PHI,"W,4-3",34,29,4,6,1,1,1,4,5,0,8,0,0,0,0,1,0,0,0.2,0.273,0.328,0.601,6,11,R,K.Gibson(41)
228,7,Apr 15,True,PHI,"W,7-1",39,32,7,11,4,2,0,7,4,0,8,1,0,2,0,0,1,0,0.22,0.294,0.366,0.66,8,10,R,Z.Eflin(37)
229,8,Apr 16,True,PHI,"L,3-10",37,33,3,8,2,0,2,3,4,0,7,0,0,0,0,2,0,0,0.223,0.298,0.381,0.679,7,11,L,R.Suárez(48)
230,9,Apr 17,True,PHI,"W,11-3",48,37,11,13,1,2,0,11,6,1,8,4,0,1,1,0,0,0,0.239,0.324,0.394,0.717,13,9,R,Z.Wheeler(15)
231,10,Apr 19,True,STL,"L,1-5",36,34,1,8,1,0,1,1,2,0,10,0,0,0,0,0,0,0,0.239,0.319,0.39,0.709,8,11,R,A.Wainwright(59)
232,11,Apr 20,True,STL,"L,0-2",35,32,0,5,0,0,0,0,2,0,11,1,0,0,0,0,1,0,0.231,0.311,0.369,0.681,8,11,R,M.Mikolas(64)
233,12,Apr 21,True,STL,"W,5-0",34,30,5,7,1,0,2,4,4,0,5,0,0,0,0,2,1,0,0.232,0.312,0.377,0.689,5,10,R,J.Hicks(52)
234,13,Apr 22,False,ATL,"L,0-3",36,32,0,5,0,0,0,0,3,0,16,1,0,0,0,0,0,0,0.226,0.308,0.36,0.668,9,12,R,K.Wright(74)
235,14,Apr 23,False,ATL,"W,9-7",48,40,9,14,2,0,1,9,7,1,11,0,0,1,1,1,4,0,0.237,0.319,0.37,0.689,12,11,R,I.Anderson(46)
236,15,Apr 24,False,ATL,"W,5-4",44,36,5,11,6,1,0,5,7,0,12,0,0,1,0,1,1,0,0.242,0.326,0.381,0.708,12,10,R,B.Elder(44)
237,16,Apr 26,False,WSN,"W,5-2",40,36,5,9,3,0,1,5,4,0,11,0,0,0,0,0,2,0,0.242,0.326,0.384,0.71,8,10,R,J.Gray(46)
238,17,Apr 27,False,WSN,"W,2-1",35,29,2,4,0,0,1,2,5,0,8,1,0,0,0,1,0,1,0.237,0.324,0.376,0.7,6,10,R,E.Fedde(52)
239,18,Apr 28,False,WSN,"W,3-2",36,32,3,5,3,0,0,2,2,0,9,2,0,0,1,0,2,1,0.232,0.32,0.37,0.69,6,12,L,P.Corbin(60)
240,19,Apr 29,True,SEA,"W,8-6",37,32,8,10,1,1,2,8,3,0,9,2,0,0,0,0,0,1,0.237,0.325,0.381,0.706,5,9,R,M.Brash(19)
241,20,Apr 30,True,SEA,"W,3-1",34,29,3,6,1,0,0,3,5,0,12,0,0,0,0,1,0,0,0.235,0.325,0.375,0.699,7,11,L,R.Ray(51)
242,21,May 1,True,SEA,"L,3-7",42,38,3,10,1,0,2,3,4,0,8,0,0,0,1,0,0,0,0.237,0.325,0.379,0.704,12,11,R,L.Gilbert(60)
243,22,May 2,True,ARI,"L,4-5",38,34,4,8,2,0,0,4,1,0,6,3,0,0,0,0,1,0,0.237,0.325,0.375,0.699,7,10,R,Z.Gallen(60)
244,23,May 3,True,ARI,"L,4-5",37,33,4,6,1,0,0,4,3,0,7,1,0,0,0,0,0,0,0.234,0.322,0.368,0.69,6,11,R,H.Castellanos(65)
245,24,May 4,True,ARI,"L,7-8",40,35,7,10,1,0,3,6,4,0,8,0,0,1,0,1,1,0,0.237,0.323,0.377,0.7,6,12,L,M.Bumgarner(47)
246,25,May 5,False,SDP,"L,1-2",32,31,1,5,1,0,0,1,1,0,6,0,0,0,0,1,1,0,0.234,0.319,0.37,0.689,4,11,R,N.Martínez(68)
247,26,May 6,False,SDP,"L,2-3",34,33,2,6,0,0,1,2,1,0,4,0,0,0,0,0,0,0,0.232,0.315,0.366,0.681,5,11,R,Y.Darvish(62)
248,27,May 7,False,SDP,"W,8-0",41,37,8,10,5,0,2,8,4,0,11,0,0,0,0,0,0,0,0.233,0.316,0.374,0.69,6,10,L,S.Manaea(53)
249,28,May 8,False,SDP,"L,2-3",34,31,2,5,2,0,1,2,1,0,9,1,0,1,0,0,1,0,0.231,0.312,0.373,0.685,5,9,R,J.Musgrove(66)
250,29,May 9,False,ARI,"L,3-4",35,33,3,9,0,0,1,3,1,0,6,0,0,0,0,2,0,1,0.232,0.312,0.372,0.684,5,10,R,H.Castellanos(51)
251,30,May 10,False,ARI,"L,3-9",38,37,3,9,0,0,1,3,1,0,8,0,0,0,1,0,0,0,0.233,0.31,0.371,0.681,8,10,L,M.Bumgarner(57)
252,31,May 11,False,ARI,"W,11-3",43,40,11,15,1,0,3,11,3,0,10,0,0,0,0,1,0,0,0.238,0.314,0.38,0.695,5,11,R,M.Kelly(43)
253,32,May 13,True,MIL,"L,1-2",30,30,1,5,0,0,1,1,0,0,9,0,0,0,0,1,0,1,0.236,0.311,0.377,0.688,2,10,R,C.Burnes(70)
254,33,May 14,True,MIL,"W,9-3",41,36,9,11,2,0,3,8,4,0,9,0,0,0,0,0,1,0,0.238,0.313,0.385,0.697,8,10,L,E.Lauer(46)
255,34,May 15,True,MIL,"L,3-7",36,34,3,5,2,0,1,3,2,0,14,0,0,0,1,0,0,0,0.236,0.309,0.382,0.691,6,9,R,B.Woodruff(53)
256,35,May 16,True,WSN,"W,8-2",39,36,8,16,5,0,1,7,3,1,6,0,0,0,0,3,0,1,0.242,0.315,0.391,0.705,7,9,R,A.Sanchez(28)
257,36,May 17,True,WSN,"W,5-1",36,35,5,11,3,0,2,3,0,0,5,1,0,0,0,0,0,0,0.244,0.315,0.396,0.711,7,10,R,J.Adon(52)
258,37,May 18,True,WSN,"L,4-5",41,34,4,7,0,1,1,4,3,0,10,1,0,3,0,0,0,0,0.243,0.314,0.395,0.709,8,11,R,J.Gray(55)
259,38,May 20,True,ATL,"L,3-5",39,36,3,10,4,0,1,3,1,0,9,2,0,0,0,1,0,0,0.244,0.314,0.397,0.711,9,11,R,C.Morton(46)
260,39,May 21,True,ATL,"L,3-4",39,34,3,8,2,1,0,3,5,0,12,0,0,0,0,0,0,0,0.244,0.315,0.396,0.711,9,12,R,K.Wright(66)
261,40,May 22,True,ATL,"W,4-3",37,30,4,8,3,0,0,4,4,0,9,1,0,2,0,0,1,0,0.244,0.316,0.395,0.711,9,10,R,I.Anderson(46)
262,41,May 24,False,TBR,"L,0-4",32,29,0,5,0,0,0,0,3,0,10,0,0,0,0,2,0,0,0.243,0.314,0.391,0.705,5,9,L,S.McClanahan(71)
263,42,May 25,False,TBR,"L,4-5",38,34,4,9,2,0,1,4,4,0,12,0,0,0,1,2,0,0,0.243,0.315,0.391,0.706,7,11,R,D.Rasmussen(48)
264,43,May 27,False,ATL,"L,4-6",35,32,4,5,0,0,2,4,3,0,10,0,0,0,1,1,1,0,0.241,0.313,0.39,0.703,4,10,R,I.Anderson(47)
265,44,May 28,False,ATL,"W,4-1",40,33,4,8,1,0,1,4,6,0,6,0,0,1,0,1,2,0,0.242,0.314,0.389,0.703,9,10,L,T.Davidson(56)
266,45,May 29,False,ATL,"L,3-6",38,33,3,7,0,0,2,3,4,0,9,1,0,0,0,1,0,0,0.241,0.314,0.39,0.703,8,11,L,M.Fried(58)
267,46,May 30,False,COL,"L,1-7",33,32,1,5,1,1,1,1,1,0,8,0,0,0,1,1,1,0,0.239,0.311,0.389,0.7,5,10,R,R.Feltner(70)
268,47,Jun 1 (1),False,COL,"W,14-1",50,47,14,21,5,0,1,13,2,0,5,1,0,0,0,1,0,0,0.245,0.316,0.395,0.712,9,10,R,A.Senzatela(21)
269,48,Jun 1 (2),False,COL,"L,12-13",51,41,12,13,1,0,3,11,9,0,6,0,0,1,0,2,3,0,0.247,0.319,0.4,0.719,10,13,R,G.Márquez(29)
270,49,Jun 2,True,SFG,"W,3-0",33,30,3,7,2,0,0,3,3,0,6,0,0,0,0,0,0,1,0.247,0.319,0.398,0.717,6,9,L,A.Wood(55)
271,50,Jun 3,True,SFG,"L,6-15",39,36,6,8,2,0,2,6,3,0,12,0,0,0,1,0,0,0,0.246,0.318,0.399,0.717,6,12,R,J.Brebbia(52)
272,51,Jun 4,True,SFG,"W,5-4",33,29,5,6,1,0,0,4,2,0,8,1,0,1,0,1,2,0,0.246,0.318,0.396,0.714,3,10,R,L.Webb(44)
273,52,Jun 5,True,SFG,"L,1-5",34,32,1,5,1,0,1,1,2,0,9,0,0,0,0,0,0,0,0.244,0.316,0.394,0.71,6,10,R,J.Junis(70)
274,53,Jun 7,True,WSN,"W,12-2",42,38,12,14,2,0,4,12,4,0,9,0,0,0,0,0,1,0,0.247,0.318,0.401,0.719,6,12,R,J.Adon(13)
275,54,Jun 8,True,WSN,"W,2-1",40,36,2,9,0,0,0,2,3,0,9,0,0,0,0,0,1,1,0.247,0.318,0.398,0.716,11,11,R,J.Gray(60)
276,55,Jun 9,True,WSN,"W,7-4",36,32,7,10,3,0,1,7,3,0,7,1,0,0,0,1,1,0,0.248,0.319,0.4,0.719,5,9,R,S.Strasburg(23)
277,56,Jun 10,False,HOU,"W,7-4",37,33,7,7,0,0,4,7,3,0,14,0,0,1,1,1,1,0,0.247,0.318,0.403,0.721,3,10,R,L.García(38)
278,57,Jun 11,False,HOU,"W,5-1",38,33,5,6,1,0,0,5,3,0,9,2,0,0,1,1,4,0,0.246,0.318,0.4,0.717,6,10,L,F.Valdez(55)
279,58,Jun 12,False,HOU,"L,4-9",33,32,4,3,0,0,1,3,1,0,6,0,0,0,2,0,1,0,0.244,0.315,0.396,0.711,2,9,R,J.Verlander(67)
280,59,Jun 13,False,PHI,"L,2-3",33,33,2,6,3,0,0,2,0,0,8,0,0,0,0,0,1,0,0.243,0.313,0.394,0.707,4,9,R,A.Nola(63)
281,60,Jun 14,False,PHI,"W,11-9",42,39,11,12,3,0,4,11,3,0,10,0,0,0,0,0,2,0,0.244,0.314,0.4,0.714,4,12,R,Z.Eflin(50)
282,61,Jun 15,False,PHI,"L,1-3",32,32,1,7,1,0,1,1,0,0,8,0,0,0,0,2,2,0,0.243,0.312,0.399,0.711,4,9,R,K.Gibson(70)
283,62,Jun 17,False,NYM,"L,4-10",43,37,4,10,2,0,1,3,5,0,11,1,0,0,0,0,1,0,0.244,0.313,0.399,0.713,12,11,R,C.Carrasco(50)
284,63,Jun 18,False,NYM,"L,2-3",32,31,2,4,1,0,0,2,1,0,15,0,0,0,0,0,5,0,0.242,0.311,0.396,0.707,3,10,R,T.Walker(74)
285,64,Jun 19,False,NYM,"W,6-2",38,35,6,8,2,0,1,6,3,0,12,0,0,0,1,0,2,1,0.242,0.311,0.395,0.706,5,9,R,C.Bassitt(58)
286,65,Jun 20,False,NYM,"L,0-6",37,32,0,7,0,0,0,0,4,0,10,1,0,0,1,2,1,0,0.242,0.311,0.393,0.704,10,9,L,D.Peterson(61)
287,66,Jun 21,True,COL,"W,9-8",41,38,9,13,3,0,2,8,1,0,6,1,0,0,0,0,2,0,0.243,0.312,0.396,0.708,8,11,R,R.Feltner(33)
288,67,Jun 22,True,COL,"W,7-4",36,33,7,11,0,1,3,7,3,0,6,0,0,0,0,0,1,1,0.245,0.313,0.4,0.713,5,11,R,C.Kuhl(40)
289,68,Jun 23,True,COL,"W,3-2",34,31,3,9,3,0,0,3,0,0,5,2,0,1,0,1,3,0,0.245,0.313,0.4,0.713,7,11,L,K.Freeland(60)
290,69,Jun 24,True,NYM,"L,3-5",39,34,3,11,0,0,0,3,5,0,7,0,0,0,0,2,0,1,0.246,0.315,0.399,0.713,9,10,R,T.Walker(47)
291,70,Jun 25,True,NYM,"L,3-5",32,32,3,6,1,0,2,3,0,0,9,0,0,0,0,0,0,0,0.246,0.313,0.399,0.712,2,10,R,C.Bassitt(58)
292,71,Jun 26,True,NYM,"W,3-2",32,31,3,6,2,0,2,3,0,0,9,0,0,1,0,0,0,0,0.245,0.312,0.399,0.711,3,9,L,D.Peterson(69)
293,72,Jun 27,False,STL,"L,0-9",33,32,0,8,1,0,0,0,1,0,9,0,0,0,0,2,1,0,0.245,0.311,0.398,0.709,6,10,R,A.Wainwright(71)
294,73,Jun 28,False,STL,"L,3-5",33,31,3,6,2,0,0,3,2,0,10,0,0,0,0,2,0,0,0.244,0.31,0.396,0.707,3,11,R,D.Hudson(45)
295,74,Jun 29,False,STL,"W,4-3",34,32,4,7,1,0,1,3,2,0,6,0,0,0,0,2,0,0,0.244,0.31,0.395,0.705,3,11,R,A.Pallante(60)
296,75,Jul 1,False,WSN,"W,6-3",42,38,6,12,3,0,1,6,3,0,7,0,0,1,1,0,3,0,0.245,0.311,0.397,0.707,9,10,R,J.Gray(29)
297,76,Jul 2,False,WSN,"W,5-3",40,33,5,7,3,1,1,5,6,0,5,0,0,1,1,1,1,0,0.245,0.311,0.397,0.708,8,9,R,J.Tetreault(34)
298,77,Jul 3,False,WSN,"W,7-4",41,37,7,8,1,0,2,7,4,0,10,0,0,0,0,0,1,1,0.244,0.311,0.397,0.708,5,12,R,E.Fedde(61)
299,78,Jul 4,False,WSN,"W,3-2",42,38,3,10,2,0,1,3,2,0,8,1,1,0,0,0,1,0,0.245,0.311,0.397,0.708,10,11,L,P.Corbin(60)
300,79,Jul 5,True,LAA,"W,2-1",33,31,2,8,1,0,2,2,2,0,9,0,0,0,2,3,2,0,0.245,0.311,0.398,0.709,7,11,R,N.Syndergaard(57)
301,80,Jul 6,True,LAA,"L,2-5",35,29,2,3,1,0,0,2,5,0,10,0,0,1,1,1,0,0,0.243,0.31,0.396,0.705,6,10,R,S.Ohtani(78)
302,81,Jul 7,False,NYM,"L,0-10",28,28,0,2,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0.241,0.307,0.393,0.7,1,12,R,T.Williams(80)
303,82,Jul 8,False,NYM,"W,5-2",37,34,5,10,4,0,1,5,1,0,3,0,1,1,0,1,1,0,0.242,0.307,0.394,0.701,5,10,R,C.Bassitt(56)
304,83,Jul 9,False,NYM,"L,4-5",39,36,4,10,3,0,1,2,2,0,8,0,0,0,0,2,2,0,0.243,0.307,0.395,0.702,6,12,R,C.Carrasco(50)
